Title,age,height,body_type,region_origin,sphere_of_employment,app_source,chat_channel,met,days_to_meet,sex_quality,emotional_comfort,chemistry,communication_style_match,relationship_outcome,activity
12721,52,160-170,muscular,SouthAmerica,self-employed,tinder,tinder,1,7-15,2.0,1.0,1.0,2.0,0,not active
11175,40,160-170,muscular,EasternEurope,engineering / manufacturing,tinder,whatsapp,1,7-15,4.0,2.0,1.0,2.0,2,active
5441,19,200-210,athletic,NorthAmerica,self-employed,tinder,snapchat,0,,,,,,0,not active
8971,44,200-210,muscular,Africa,service / hospitality,tinder,tinder,0,,,,,,0,not active
8171,35,170-180,average,WesternEurope,self-employed,grindr,whatsapp,1,1-7,2.0,2.0,1.0,2.0,0,not active
7347,50,180-190,mediocre,WesternEurope,education / academia,Hinge,whatsapp,1,15-30,4.0,3.0,3.0,3.0,1,active
10973,31,170-180,average,SouthEurope,unemployed,grindr,instagram dm,1,1-7,4.0,3.0,2.0,4.0,1,active
2342,27,170-180,athletic,WesternEurope,engineering / manufacturing,Bumble,whatsapp,1,30-90,5.0,2.0,3.0,2.0,2,active
7033,18,170-180,athletic,EasternEurope,public sector / government,Bumble,instagram dm,0,,,,,,0,not active
11217,22,160-170,average,NorthAmerica,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
1854,23,190-200,athletic,Asia,sales / marketing,grindr,snapchat,1,1-7,4.0,4.0,4.0,4.0,2,active
2631,45,200-210,athletic,CentralEurope,self-employed,Bumble,whatsapp,1,7-15,2.0,5.0,4.0,5.0,0,not active
1590,24,180-190,mediocre,SouthAmerica,sales / marketing,tinder,snapchat,1,1-7,2.0,2.0,2.0,2.0,1,not active
567,29,190-200,average,SouthAmerica,arts / media / design,tinder,other,0,,,,,,0,not active
384,21,200-210,athletic,Africa,education / academia,tinder,instagram dm,1,1-7,3.0,4.0,3.0,4.0,1,active
3230,24,180-190,muscular,CentralEurope,arts / media / design,tinder,snapchat,1,15-30,1.0,2.0,2.0,2.0,0,not active
1777,24,180-190,athletic,Africa,finance / banking / consulting,Hinge,instagram dm,0,,,,,,0,not active
10807,22,190-200,muscular,NorthAmerica,unemployed,Bumble,instagram dm,1,15-30,2.0,3.0,4.0,3.0,0,not active
2393,38,190-200,average,SouthAmerica,self-employed,tinder,tinder,1,7-15,3.0,4.0,3.0,4.0,1,active
6302,23,180-190,average,WesternEurope,finance / banking / consulting,Hinge,snapchat,1,1-7,2.0,4.0,5.0,4.0,2,active
13216,23,200-210,athletic,Africa,it / tech,grindr,whatsapp,0,,,,,,0,not active
2726,31,190-200,athletic,Africa,finance / banking / consulting,Hinge,whatsapp,1,7-15,4.0,5.0,2.0,5.0,2,active
11945,18,200-210,average,SouthEurope,finance / banking / consulting,Bumble,instagram dm,0,,,,,,1,not active
6119,36,170-180,average,NorthAmerica,it / tech,tinder,whatsapp,1,15-30,1.0,3.0,2.0,3.0,0,not active
7337,35,190-200,athletic,CentralEurope,it / tech,tinder,whatsapp,0,,,,,,0,not active
7115,20,190-200,athletic,CentralEurope,other,tinder,whatsapp,1,15-30,4.0,3.0,2.0,3.0,1,active
7905,29,160-170,average,SouthAmerica,service / hospitality,Hinge,tinder,1,7-15,0.0,3.0,3.0,4.0,1,active
407,33,160-170,average,SouthEurope,service / hospitality,tinder,instagram dm,0,,,,,,0,not active
1793,25,190-200,athletic,CentralEurope,service / hospitality,tinder,whatsapp,1,7-15,2.0,3.0,4.0,3.0,1,not active
11875,36,170-180,mediocre,EasternEurope,engineering / manufacturing,other,instagram dm,1,7-15,2.0,4.0,3.0,4.0,1,not active
5613,52,190-200,athletic,CentralEurope,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
791,44,180-190,athletic,NorthAmerica,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
14229,32,160-170,slim,EasternEurope,self-employed,instagram,snapchat,0,,,,,,0,not active
6730,52,180-190,muscular,Africa,finance / banking / consulting,instagram,whatsapp,0,,,,,,0,not active
568,35,180-190,average,Asia,healthcare / medicine,Hinge,tinder,1,15-30,1.0,5.0,1.0,5.0,1,active
1938,45,180-190,athletic,CentralEurope,other,Bumble,whatsapp,0,,,,,,0,not active
8320,36,170-180,athletic,Asia,finance / banking / consulting,Hinge,snapchat,1,1-7,3.0,1.0,5.0,1.0,1,active
8734,36,180-190,muscular,SouthAmerica,healthcare / medicine,Bumble,whatsapp,1,7-15,5.0,1.0,4.0,1.0,1,active
9056,30,160-170,athletic,Asia,sales / marketing,tinder,snapchat,1,1-7,2.0,2.0,3.0,2.0,1,not active
766,29,160-170,average,WesternEurope,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
5239,50,190-200,athletic,Africa,public sector / government,tinder,instagram dm,0,,,,,,1,not active
11167,46,170-180,mediocre,SouthEurope,healthcare / medicine,tinder,snapchat,1,7-15,4.0,2.0,1.0,2.0,2,active
2163,42,160-170,muscular,NorthAmerica,service / hospitality,Bumble,snapchat,0,,,,,,1,not active
8114,40,170-180,overweight,Asia,self-employed,tinder,other,1,7-15,4.0,3.0,2.0,1.0,1,not active
7641,40,160-170,slim,Asia,it / tech,tinder,instagram dm,1,7-15,4.0,3.0,2.0,3.0,2,active
1209,23,190-200,athletic,EasternEurope,finance / banking / consulting,tinder,snapchat,0,,,,,,1,not active
11636,18,170-180,slim,EasternEurope,finance / banking / consulting,tinder,snapchat,1,7-15,2.0,3.0,3.0,3.0,1,active
1795,52,200-210,athletic,Asia,sales / marketing,grindr,grindr,0,,,,,,0,not active
12188,18,160-170,mediocre,SouthAmerica,service / hospitality,instagram,instagram dm,0,,,,,,0,not active
5205,48,200-210,athletic,SouthAmerica,it / tech,tinder,snapchat,0,,,,,,1,active
3276,44,160-170,overweight,SouthEurope,engineering / manufacturing,Bumble,telegram,0,,,,,,0,not active
11723,32,170-180,average,Africa,healthcare / medicine,Bumble,snapchat,1,1-7,4.0,3.0,5.0,3.0,2,active
2424,49,180-190,mediocre,WesternEurope,sales / marketing,Hinge,telegram,0,,,,,,1,active
14267,45,170-180,average,EasternEurope,engineering / manufacturing,Hinge,snapchat,1,7-15,3.0,5.0,2.0,5.0,1,not active
645,45,180-190,athletic,Asia,sales / marketing,tinder,tinder,0,,,,,,1,not active
7044,51,190-200,athletic,EasternEurope,service / hospitality,Hinge,whatsapp,1,7-15,2.0,5.0,3.0,4.0,1,active
541,31,180-190,average,WesternEurope,arts / media / design,instagram,instagram dm,1,15-30,3.0,3.0,3.0,3.0,1,active
1362,41,200-210,muscular,NorthAmerica,it / tech,tinder,whatsapp,1,15-30,1.0,5.0,1.0,5.0,1,active
2118,26,180-190,slim,Asia,it / tech,grindr,snapchat,0,,,,,,0,not active
2253,42,190-200,average,Africa,arts / media / design,grindr,instagram dm,0,,,,,,0,not active
2506,18,170-180,average,SouthAmerica,healthcare / medicine,Bumble,snapchat,0,,,,,,0,not active
529,27,200-210,athletic,WesternEurope,healthcare / medicine,Bumble,whatsapp,1,15-30,0.0,3.0,4.0,2.0,1,active
13186,37,170-180,average,Africa,service / hospitality,tinder,whatsapp,0,,,,,,0,not active
5730,20,180-190,average,Asia,sales / marketing,grindr,whatsapp,1,15-30,1.0,3.0,4.0,3.0,1,not active
2877,48,180-190,muscular,MiddleEast,sales / marketing,tinder,tinder,1,15-30,3.0,3.0,2.0,2.0,1,active
5721,47,170-180,mediocre,MiddleEast,education / academia,Bumble,snapchat,0,,,,,,0,not active
8085,33,200-210,athletic,NorthAmerica,it / tech,Hinge,whatsapp,1,7-15,3.0,3.0,4.0,3.0,1,active
3812,18,170-180,mediocre,MiddleEast,sales / marketing,Hinge,snapchat,1,7-15,4.0,5.0,2.0,5.0,2,active
8718,34,190-200,athletic,SouthAmerica,finance / banking / consulting,tinder,whatsapp,1,1-7,4.0,5.0,2.0,5.0,1,active
14483,46,180-190,athletic,EasternEurope,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
8847,27,190-200,average,NorthAmerica,healthcare / medicine,Bumble,snapchat,1,15-30,1.0,1.0,5.0,1.0,1,active
2606,36,180-190,mediocre,NorthAmerica,engineering / manufacturing,tinder,snapchat,1,7-15,1.0,4.0,5.0,4.0,1,not active
2639,52,190-200,average,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
2326,21,200-210,athletic,SouthEurope,self-employed,Bumble,instagram dm,1,7-15,3.0,1.0,2.0,1.0,0,not active
5484,31,190-200,athletic,NorthAmerica,it / tech,Bumble,telegram,1,7-15,0.0,4.0,5.0,4.0,1,active
13797,33,200-210,athletic,Africa,finance / banking / consulting,Hinge,snapchat,1,7-15,2.0,5.0,4.0,5.0,2,active
3523,44,180-190,athletic,WesternEurope,finance / banking / consulting,Hinge,instagram dm,1,7-15,2.0,5.0,1.0,5.0,1,not active
10100,43,160-170,mediocre,MiddleEast,engineering / manufacturing,tinder,whatsapp,1,7-15,4.0,4.0,2.0,4.0,2,active
14262,50,190-200,muscular,Africa,public sector / government,tinder,instagram dm,1,15-30,2.0,5.0,3.0,4.0,1,not active
5998,38,200-210,athletic,Africa,it / tech,tinder,snapchat,1,7-15,4.0,2.0,3.0,3.0,2,active
9965,38,170-180,slim,MiddleEast,finance / banking / consulting,tinder,tinder,1,1-7,2.0,1.0,2.0,1.0,0,not active
13732,33,160-170,athletic,SouthEurope,education / academia,Bumble,whatsapp,1,7-15,3.0,3.0,2.0,3.0,1,not active
13100,21,200-210,athletic,Africa,public sector / government,tinder,snapchat,1,15-30,4.0,3.0,5.0,3.0,2,active
2392,36,160-170,average,CentralEurope,self-employed,tinder,whatsapp,1,15-30,2.0,5.0,5.0,5.0,2,active
7417,47,160-170,slim,NorthAmerica,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
7615,43,180-190,athletic,EasternEurope,public sector / government,other,instagram dm,0,,,,,,0,not active
6089,49,160-170,mediocre,CentralEurope,service / hospitality,tinder,snapchat,1,7-15,4.0,3.0,2.0,3.0,2,active
14269,47,170-180,average,Asia,sales / marketing,Bumble,instagram dm,1,7-15,3.0,5.0,3.0,5.0,2,active
14926,27,160-170,overweight,Asia,unemployed,tinder,instagram dm,1,1-7,3.0,3.0,2.0,1.0,1,active
5106,28,180-190,average,MiddleEast,public sector / government,grindr,whatsapp,1,7-15,3.0,3.0,4.0,3.0,2,active
6370,43,190-200,athletic,NorthAmerica,finance / banking / consulting,Bumble,snapchat,1,1-7,1.0,3.0,1.0,3.0,1,not active
627,44,200-210,athletic,WesternEurope,finance / banking / consulting,Hinge,snapchat,1,7-15,3.0,5.0,2.0,5.0,1,active
7070,43,160-170,mediocre,EasternEurope,self-employed,Bumble,whatsapp,1,15-30,2.0,3.0,3.0,3.0,1,not active
6951,34,180-190,mediocre,NorthAmerica,sales / marketing,instagram,whatsapp,1,7-15,0.0,5.0,2.0,4.0,2,active
2986,22,180-190,mediocre,CentralEurope,arts / media / design,Bumble,snapchat,1,30-90,3.0,4.0,4.0,4.0,2,active
9358,31,160-170,mediocre,Asia,education / academia,tinder,tinder,0,,,,,,1,active
3786,21,160-170,muscular,MiddleEast,sales / marketing,tinder,snapchat,1,30-90,4.0,5.0,4.0,5.0,1,active
976,31,200-210,average,Africa,education / academia,tinder,snapchat,0,,,,,,0,not active
5815,45,180-190,mediocre,EasternEurope,healthcare / medicine,Bumble,whatsapp,1,1-7,5.0,3.0,1.0,4.0,2,active
12492,23,180-190,mediocre,SouthAmerica,public sector / government,Bumble,snapchat,0,,,,,,1,not active
5188,50,180-190,average,MiddleEast,it / tech,instagram,instagram dm,1,1-7,1.0,4.0,4.0,4.0,1,active
12986,38,170-180,average,EasternEurope,sales / marketing,Bumble,telegram,1,1-7,4.0,3.0,3.0,3.0,1,active
3085,47,190-200,athletic,CentralEurope,it / tech,tinder,tinder,1,1-7,3.0,4.0,1.0,4.0,1,active
13183,44,200-210,athletic,NorthAmerica,finance / banking / consulting,Hinge,whatsapp,1,7-15,2.0,4.0,2.0,4.0,1,active
10093,46,160-170,average,SouthAmerica,arts / media / design,other,whatsapp,0,,,,,,0,not active
898,52,180-190,slim,NorthAmerica,healthcare / medicine,Hinge,instagram dm,0,,,,,,0,not active
13598,45,180-190,slim,SouthAmerica,education / academia,tinder,telegram,1,30-90,1.0,4.0,2.0,4.0,1,not active
7125,19,200-210,muscular,NorthAmerica,finance / banking / consulting,Bumble,instagram dm,1,7-15,1.0,4.0,5.0,4.0,2,active
1478,33,190-200,athletic,WesternEurope,self-employed,Bumble,instagram dm,1,7-15,2.0,2.0,3.0,2.0,1,not active
4620,33,200-210,muscular,WesternEurope,other,tinder,snapchat,0,,,,,,0,not active
882,43,160-170,muscular,EasternEurope,healthcare / medicine,Hinge,snapchat,1,15-30,3.0,4.0,3.0,4.0,0,not active
12692,45,160-170,mediocre,SouthAmerica,sales / marketing,Bumble,snapchat,1,7-15,2.0,4.0,3.0,4.0,1,active
11302,40,200-210,athletic,NorthAmerica,healthcare / medicine,Hinge,snapchat,1,7-15,2.0,4.0,4.0,3.0,1,active
9494,52,200-210,muscular,MiddleEast,sales / marketing,Hinge,whatsapp,0,,,,,,0,not active
12014,47,170-180,average,SouthEurope,unemployed,tinder,whatsapp,1,15-30,3.0,5.0,1.0,5.0,2,active
5305,30,180-190,athletic,MiddleEast,finance / banking / consulting,Bumble,snapchat,1,other,4.0,5.0,1.0,5.0,1,active
8321,28,190-200,athletic,NorthAmerica,it / tech,Bumble,whatsapp,1,1-7,4.0,2.0,5.0,2.0,1,not active
5503,25,170-180,average,Asia,service / hospitality,Bumble,whatsapp,0,,,,,,0,not active
5150,52,160-170,average,Asia,finance / banking / consulting,tinder,instagram dm,1,15-30,4.0,4.0,3.0,4.0,2,active
12651,20,180-190,slim,WesternEurope,finance / banking / consulting,Hinge,instagram dm,1,15-30,3.0,1.0,3.0,1.0,1,active
11390,20,170-180,slim,SouthAmerica,self-employed,instagram,instagram dm,0,,,,,,0,not active
4205,33,180-190,athletic,MiddleEast,sales / marketing,tinder,whatsapp,1,7-15,3.0,2.0,1.0,3.0,1,active
6548,29,200-210,muscular,Africa,service / hospitality,grindr,whatsapp,1,7-15,4.0,3.0,3.0,3.0,1,active
13375,26,160-170,mediocre,WesternEurope,engineering / manufacturing,tinder,tinder,1,7-15,2.0,3.0,1.0,4.0,2,active
14118,25,160-170,overweight,Asia,healthcare / medicine,Bumble,tinder,1,7-15,3.0,1.0,4.0,2.0,1,not active
3615,28,180-190,slim,WesternEurope,engineering / manufacturing,grindr,whatsapp,1,15-30,2.0,3.0,3.0,3.0,1,active
1065,42,170-180,athletic,Asia,it / tech,Bumble,instagram dm,0,,,,,,0,not active
8425,38,160-170,average,MiddleEast,service / hospitality,Bumble,telegram,0,,,,,,0,not active
5152,45,200-210,muscular,NorthAmerica,healthcare / medicine,Hinge,whatsapp,1,30-90,1.0,5.0,2.0,5.0,1,active
10216,45,180-190,muscular,SouthEurope,engineering / manufacturing,tinder,snapchat,1,30-90,2.0,4.0,3.0,4.0,1,not active
3395,23,200-210,average,NorthAmerica,service / hospitality,tinder,snapchat,0,,,,,,0,not active
6958,29,160-170,athletic,Asia,public sector / government,tinder,whatsapp,0,,,,,,0,not active
8332,33,190-200,muscular,CentralEurope,service / hospitality,Bumble,snapchat,1,7-15,1.0,1.0,1.0,1.0,0,not active
2330,21,180-190,slim,SouthEurope,it / tech,tinder,whatsapp,1,1-7,2.0,4.0,3.0,4.0,2,active
2364,36,160-170,athletic,EasternEurope,education / academia,Hinge,snapchat,1,15-30,1.0,3.0,3.0,2.0,1,active
959,18,200-210,athletic,MiddleEast,self-employed,Bumble,whatsapp,1,15-30,4.0,1.0,4.0,1.0,1,not active
5503,50,200-210,athletic,CentralEurope,sales / marketing,other,whatsapp,1,15-30,3.0,3.0,2.0,3.0,2,active
3811,42,200-210,muscular,MiddleEast,education / academia,Hinge,snapchat,1,7-15,1.0,4.0,2.0,4.0,1,active
3653,27,200-210,athletic,EasternEurope,education / academia,Bumble,tinder,1,30-90,4.0,1.0,3.0,1.0,0,not active
8474,24,160-170,mediocre,WesternEurope,arts / media / design,tinder,whatsapp,1,7-15,2.0,5.0,4.0,5.0,1,active
6935,34,200-210,muscular,Asia,healthcare / medicine,Hinge,instagram dm,1,1-7,3.0,4.0,4.0,4.0,1,active
9458,24,190-200,average,CentralEurope,unemployed,grindr,instagram dm,0,,,,,,0,not active
10667,33,180-190,average,NorthAmerica,finance / banking / consulting,tinder,snapchat,1,15-30,2.0,3.0,4.0,3.0,1,active
7445,24,180-190,athletic,Africa,engineering / manufacturing,tinder,instagram dm,1,1-7,3.0,2.0,5.0,2.0,2,active
8004,23,180-190,average,MiddleEast,healthcare / medicine,Hinge,instagram dm,1,1-7,0.0,3.0,2.0,3.0,1,active
9143,29,180-190,mediocre,WesternEurope,it / tech,tinder,whatsapp,1,7-15,1.0,1.0,4.0,1.0,0,not active
5361,37,200-210,athletic,EasternEurope,finance / banking / consulting,tinder,snapchat,1,15-30,3.0,3.0,3.0,3.0,1,active
5875,21,160-170,average,CentralEurope,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
12982,41,190-200,athletic,Africa,healthcare / medicine,Bumble,snapchat,1,7-15,5.0,5.0,1.0,4.0,2,active
1310,43,160-170,mediocre,Asia,student,Hinge,instagram dm,0,,,,,,0,not active
9413,38,160-170,athletic,CentralEurope,arts / media / design,Bumble,instagram dm,1,1-7,4.0,3.0,2.0,2.0,1,not active
2824,52,180-190,mediocre,CentralEurope,education / academia,Hinge,instagram dm,0,,,,,,0,not active
1627,26,180-190,average,NorthAmerica,arts / media / design,Hinge,instagram dm,1,7-15,1.0,2.0,1.0,2.0,0,not active
3295,25,200-210,average,Africa,public sector / government,instagram,whatsapp,1,7-15,3.0,2.0,2.0,2.0,2,active
1620,18,180-190,slim,NorthAmerica,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
12092,39,180-190,average,NorthAmerica,public sector / government,instagram,snapchat,1,7-15,2.0,2.0,4.0,2.0,1,active
7236,33,170-180,mediocre,MiddleEast,finance / banking / consulting,tinder,snapchat,1,7-15,1.0,3.0,4.0,3.0,1,active
1233,22,180-190,athletic,NorthAmerica,service / hospitality,tinder,instagram dm,1,7-15,4.0,1.0,4.0,1.0,1,active
10548,20,190-200,muscular,Africa,education / academia,Bumble,snapchat,1,1-7,4.0,2.0,4.0,2.0,1,active
7257,22,190-200,muscular,Africa,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
12249,18,190-200,athletic,SouthEurope,engineering / manufacturing,tinder,instagram dm,1,30-90,0.0,3.0,3.0,3.0,2,active
12873,39,170-180,athletic,CentralEurope,public sector / government,tinder,tinder,1,15-30,3.0,4.0,3.0,4.0,2,active
6719,49,200-210,muscular,WesternEurope,healthcare / medicine,Hinge,grindr,0,,,,,,0,not active
14282,49,180-190,athletic,NorthAmerica,sales / marketing,tinder,whatsapp,1,15-30,2.0,3.0,2.0,1.0,2,active
14909,43,160-170,athletic,WesternEurope,finance / banking / consulting,Hinge,snapchat,1,1-7,2.0,5.0,2.0,4.0,2,active
8653,43,200-210,muscular,NorthAmerica,sales / marketing,tinder,whatsapp,1,7-15,1.0,5.0,3.0,4.0,1,not active
509,22,170-180,average,WesternEurope,engineering / manufacturing,instagram,instagram dm,0,,,,,,0,not active
7009,41,180-190,overweight,CentralEurope,self-employed,grindr,grindr,1,1-7,2.0,3.0,2.0,3.0,1,active
6993,29,190-200,athletic,SouthAmerica,sales / marketing,grindr,instagram dm,1,7-15,2.0,3.0,4.0,5.0,1,active
12675,33,170-180,slim,WesternEurope,it / tech,Hinge,snapchat,0,,,,,,1,not active
13140,25,180-190,athletic,SouthEurope,sales / marketing,tinder,instagram dm,1,7-15,5.0,1.0,3.0,1.0,2,active
3856,27,170-180,average,SouthEurope,engineering / manufacturing,grindr,snapchat,0,,,,,,0,not active
2818,34,170-180,mediocre,NorthAmerica,it / tech,Hinge,whatsapp,1,1-7,2.0,5.0,3.0,5.0,2,active
12550,41,170-180,mediocre,WesternEurope,education / academia,tinder,snapchat,1,15-30,3.0,5.0,3.0,5.0,2,active
3838,36,160-170,mediocre,SouthAmerica,healthcare / medicine,Bumble,whatsapp,1,15-30,2.0,3.0,1.0,3.0,1,active
2090,34,170-180,athletic,Africa,finance / banking / consulting,Hinge,instagram dm,1,15-30,3.0,3.0,2.0,3.0,2,active
8599,20,180-190,average,SouthEurope,public sector / government,tinder,snapchat,0,,,,,,0,not active
12233,41,160-170,slim,SouthAmerica,engineering / manufacturing,instagram,whatsapp,1,7-15,3.0,4.0,2.0,4.0,2,active
5007,32,200-210,average,NorthAmerica,arts / media / design,Bumble,whatsapp,1,1-7,2.0,3.0,5.0,3.0,1,active
7680,47,160-170,muscular,NorthAmerica,sales / marketing,tinder,whatsapp,0,,,,,,1,active
5021,21,170-180,average,NorthAmerica,education / academia,tinder,snapchat,1,other,1.0,3.0,4.0,3.0,2,active
14779,43,190-200,athletic,NorthAmerica,public sector / government,tinder,whatsapp,1,7-15,2.0,4.0,2.0,4.0,0,not active
12604,48,180-190,athletic,SouthEurope,finance / banking / consulting,Hinge,whatsapp,1,1-7,2.0,4.0,1.0,4.0,1,not active
5941,45,170-180,mediocre,MiddleEast,it / tech,instagram,snapchat,0,,,,,,0,not active
5072,23,200-210,muscular,Africa,finance / banking / consulting,other,whatsapp,1,15-30,2.0,4.0,3.0,3.0,2,active
10911,18,190-200,athletic,Africa,other,tinder,whatsapp,1,15-30,5.0,3.0,5.0,3.0,1,active
9109,27,180-190,average,WesternEurope,engineering / manufacturing,tinder,snapchat,1,1-7,0.0,3.0,2.0,3.0,1,active
9194,44,180-190,average,MiddleEast,it / tech,Hinge,telegram,1,7-15,4.0,5.0,1.0,5.0,0,not active
12224,20,160-170,muscular,WesternEurope,arts / media / design,tinder,snapchat,1,7-15,3.0,1.0,3.0,1.0,2,active
2898,48,180-190,athletic,SouthEurope,arts / media / design,instagram,snapchat,1,7-15,3.0,3.0,3.0,3.0,2,active
7685,41,180-190,average,EasternEurope,sales / marketing,tinder,whatsapp,0,,,,,,0,not active
13934,47,160-170,average,EasternEurope,healthcare / medicine,Hinge,instagram dm,0,,,,,,0,not active
7340,41,180-190,average,WesternEurope,arts / media / design,instagram,snapchat,1,1-7,1.0,1.0,5.0,1.0,1,active
8894,44,200-210,average,SouthEurope,finance / banking / consulting,tinder,snapchat,1,7-15,4.0,4.0,3.0,4.0,2,active
